line,class
son conocidas por sus playas de arena blanca incluyendo magens bay y truk bay y puertos estratégicos incluyendo carlota amalia y christiansted muchas de las islas incluyendo saint thomas son de origen volcánico y montañoso el punto más alto es crown mountain  m en saint thomas saint croix la más grande de las islas se encuentra al sur y tiene un terreno plano el servicio nacional de parques posee más de la mitad de la isla de saint john alrededor de toda la isla hassel y varios acres de arrecifes de coral las islas se encuentran en el límite de la placa norteamericana y la placa del caribe ocurren fenómenos naturales como terremotos huracanes y tsunamis,cuba
clima,cuba
el clima de las islas es tropical húmedo con una media de  c dependiendo de la altitud se trata del clima monzónico y de los vientos alisios en el litoral con unas precipitaciones medias de unos  mm las islas vírgenes de estados unidos se ven afectadas por los huracanes que se generan en el atlántico,cuba
flora y fauna,cuba
la flora y la fauna son las propias del imperio biogeográfico y la ecozona neotropical con algunos endemismos propios de las islas san vicente posee un amplio bosque pluvial de gran variedad,cuba
parque nacional de islas vírgenes de estados unidos,cuba
parque nacional de islas vírgenes,cuba
el parque nacional islas vírgenes cubre aproximadamente un  de la isla de saint john y otros lugares de la isla vecina de st thomas este lugar es famoso para hacer buceo snorkel y tiene varios kilómetros de caminos para hacer senderismo por los bosques tropicales,cuba
una gran parte de la vegetación que se encuentra en este parque es de segunda generación porque casi la totalidad de la isla fue arrasada para darle espacio a la producción de caña de azúcar durante los tiempos coloniales algunas especies nativas como los árboles de palma aún se conservan pero la gran mayoría son especies traídas de otros lugares,cuba
las hermosas playas de este parque son algo que los turistas no se pueden perder así como el centro de visitantes en cruz bay que tiene una exhibición de recursos naturales y culturales con algunos ejemplos de peces de arrecife y corales así como la cinnamon bay en donde se puede visitar un laboratorio de arqueología y ver algunos artifactos excavados de esta isla,cuba
trunk bay es considerada como una de las playas más hermosas del mundo y tiene un camino bajo el agua para que los practicantes de snorkel y buceo lo sigan,cuba
economía,cuba
centro turístico parque nacional de islas vírgenes,cuba
islas vírgenes de los estados unidos son un territorio relativamente desarrollado con una renta per cápita de alrededor de  dólares estadounidenses la economía de las islas está orientada fundamentalmente al sector servicios que aporta el  del pib tras la que se encuentra la industria  y la escasa agricultura ,cuba
el turismo es una de las actividades básicas que se desarrollan normalmente reciben dos millones de visitantes por año muchos de ellos acuden en cruceros,cuba
el sector manufacturero consiste en refinación de petróleo textiles electrónica destilación de ron farmacéutica y plantas de ensamblaje de relojes la agricultura es reducida esto ha llevado que la comida sea importada negocios internacionales y servicios financieros son reducidos pero está volviéndose en un componente en crecimiento de la economía una de las refinerías petroleras más grandes del mundo está localizado en saint croix,cuba
las islas están sometidas por tormentas tropicales y huracanes han afectado significativamente los huracanes hugo en  y marilyn en  que produjeron daños económicos,cuba
demografía,cuba
pasiaje submarino islas vírgenes,cuba
el  de la población es de origen africano el  son blancos estadounidenses y europeos mientras que un  de la población es de origen puertorriqueño,cuba
la población perteneciente al culto protestante es la mayoritaria destacándose en esta categoría la iglesia bautista  y la iglesia episcopal  entre las minorías religiosas se encuentra la iglesia católica romana siendo la más importante de las religiones minoritarias ,cuba
el idioma oficial más extendido y desarrollado es el inglés que comprende aproximadamente el  de la población por su parte el idioma español es hablado por alrededor del  de la población por inmigrantes de puerto rico y la república dominicana existen además inmigrantes de las islas de dominica y santa lucía que hablan lenguas criollas derivadas del francés la mayoría de la población habla una lengua criolla derivada del inglés,cuba
cultura,cuba
la cultura de las islas vírgenes abarca el acervo cultural de los diversos pueblos que han habitado las actuales islas vírgenes de los estados unidos y las islas vírgenes británicas a lo largo de la historia aunque ambos territorios están políticamente separados mantienen estrechos vínculos culturales al igual que la gran parte de los ingleses que hablan caribeano la cultura de las islas vírgenes es sincrética con influencias derivadas principalmente de áfrica occidental europa y américa,cuba
aunque los daneses controlaron las actuales islas vírgenes de los estados unidos durante muchos años el idioma dominante desde el siglo xix ha sido una base de inglés con criollo y las islas siguen siendo sumamente receptivas a la cultura del idioma inglés que a cualquier otro los holandeses los franceses y los daneses también contribuyeron elementos a la cultura de las islas como también inmigrantes del mundo árabe de india y otras islas del caribe,cuba
la única influencia importante en la cultura de las islas vírgenes proviene de los africanos esclavizados para trabajar cañaverales desde el siglo xvii al siglo xix estos esclavos africanos trajeron consigo tradiciones de toda una franja de áfrica incluyendo lo que es ahora nigeria senegal congo gambia y ghana la cultura de las islas vírgenes sigue experimentando una criollización el resultado de la migración caribeña y el contacto cultural con otras islas de la región como también con los estados unidos,cuba
la migración ha alterado el paisaje social de ambos países en la medida en que en las islas vírgenes británicas la mitad de la población son extranjeros la mayoría caribeños y en las islas vírgenes de los estados unidos la mayoría de los residentes nacidos en el país pueden rastrear su ascendencia a otras islas del caribe,cuba
himno nacional,cuba
virgin islands march es una canción patriótica que se considera el himno nacional de las islas vírgenes de los estados unidos la canción fue compuesta por la banda naval y el nativo alton adams en la década de  sirvió como himno no oficial de las islas hasta  cuando fue oficialmente reconocido por el cuerpo legislativo,cuba
religión,cuba
como en la mayoría de los países del caribe el cristianismo es la religión dominante en las islas vírgenes en un reflejo de territorio danés de la herencia colonial el protestantismo es la más frecuente también hay una fuerte presencia católica romana debido a la gran población hispana así como la influencia irlandesa durante la época de la colonia danesa,cuba
educación,cuba
el departamento de educación de las islas vírgenes sirve como la agencia de educación del territorio y tiene dos distritos san thomasst juan distrito escolar y san croix distrito escolar la universidad de las islas vírgenes ofrece la educación superior que conducen a asociado licenciatura y los grados de maestro con sedes en st thomas y st croix,cuba
fuentes,cuba
islas vírgenes estados unidos artículo publicado en la enciclopedia microsoft encarta  en dvd estados unidos microsoft corporation ,cuba
islas vírgenes americanas estadounidenses ficha en español publicada en el sitio web de la universidad de la habana comete el error grave de confundir el nombre americanas que sería correcto si las islas fueran propiedad de la oea por estadounidenses que se mantienen invadidas por el gobierno de estados unidos,cuba
tasa de mortalidad infantil en las islas vírgenes americanas estadounidenses ficha en español publicada en el sitio web índex mundi estados unidos no se refiere a las islas vírgenes en general sino en particular a la sección estadounidense del archipiélago el valor estimado para  era de  muertos cada  recién nacidos,cuba
ituango municipio de colombia situado en la subregión norte del departamento de antioquia a  kilómetros de medellín,cuba
fue fundado en  por andrés de valdivia y gaspar de rodas aunque no se erigió como departamento hasta tres años después el origen de su nombre lo debe al vocablo indígena ituango río de chicha itua chicha go por sonoridad también fue llamado aguada y fundungo,cuba
popularmente se le conoce como el paraíso escondido de colombia y a sus habitantes se les denomina ituanguinos,cuba
ubicación,cuba
el municipio de ituango esta situado en la subregión norte del departamento de antioquia se recuesta a la margen derecha de la cordillera occidental colombiana en las coordenadas   de latitud norte y   de longitud al oeste del meridiano de greenwich,cuba
limita por el norte con el municipio de tarazá y el departamento de córdoba municipios de tierra alta y puerto libertador por el este con los municipios de valdivia y briceño por el sur con briceño toledo y peque y por el oeste con los municipios de dabeiba y mutatá,cuba
su cabecera está a  kilómetros de la capital antioqueña medellín a una altura de  metros sobre el nivel del mar,cuba
historia,cuba
el municipio de ituango tiene su origen en los grupos prehispánicos que habitaban la vertiente del río cauca al norte de santa fe de antioquia los cuales culturalmente afines conformaban pequeños cacicazgos en formación,cuba
su historia comienza con los primeros conquistadores españoles que llegaron al lugar primero francisco césar en  y luego juan de badillo en  ambos partieron de su sede en san sebastián de urabá cerca del hoy municipio de necoclí y remontaron el río sinú hasta su nacimiento penetrando luego cada uno en su momento la comarca de ituango,cuba
los indígenas que habitaban la región de ituango provenían de las etnias catía y nutabe y comenzaron a ser apaciguados y cristianizados a partir de  poco después llegarían a ituango don gaspar de rodas y don andrés de valdivia quienes escribieron la verdadera y sangrienta historia de esta comarca,cuba
en  la autoridad española ordena a don gaspar de rodas fundar una nueva ciudad en donde lo creyera conveniente a fin de sujetar y reducir las belicosísimas tribus de esa zona de antioquia que se resistían a la conquista,cuba
casi simultáneamente en  don andrés de valdivia es nombrado por el rey de españa gobernador y capitán general de las provincias de antioquia ituango nive y c a mbos encomendados se lanzaron a la conquista de nuevas tierras en la región colombiana ante lo cual don gaspar de rodas ubicado en santa fe de antioquia publicó una invitación para la fundación de san juan de rodas a la que acudieron aventureros de todas las colonias vecinas y también hombres de bien,cuba
logrando reunir a unos  hombres de armas y  indios los intentos de colonización de gaspar de rodas se vieron frustrados por los contantes sabotajes de los nativos quienes se relevaron a sus propósitos e impidieron fundar el pueblo anhelado,cuba
mientras tanto había llegado desde españa don andrés de valdivia quien ostentaba altos cargos reales incluido el de gobernador declarado gobernador de la provincia de los dos ríos obtuvo éxito en la fundación de la nueva ciudad encomendada donde hoy queda el valle de toledo allí fundó a úbeda en honor al pueblo donde había nacido en españa para mantenerla funcionando le llegaron refuerzos desde santa fe de antioquia,cuba
en  fecha oficial de la fundación de manos del gobernador de antioquia josé maría martínez pardo la localidad aparece con el nombre de aguada siendo caserío corregimiento y viceparroquia del distrito de sabanalarga,cuba
en  ituango fue constituido como distrito parroquial y erigido como municipio con el actual nombre proveniente de vocablos indígenas cuyo significado en español es río de chicha,cuba
características,cuba
el municipio de ituango está asentado en medio de la cordillera y atravesado por el río cauca llamado municipio verde se considera uno de los más montañosos de antioquia y cuenta con grandes áreas de reserva natural,cuba
tiene una gran actividad comercial y por la presencia de indígenas catíos y las características de su población se caracteriza por una rica diversidad cultural sus zonas naturales son abundantes en fauna y flora destacando las orquídeas,cuba
el gobierno nacional a raíz de los múltiples desplazamientos forzosos al aumento de cultivos de coca y la presencia de carros bomba instaurados en la vía incluyó al municipio entre la lista de localidades catalogadas como zona de riesgo extremo,cuba
geología,cuba
el municipio de ituango se recuesta a la margen derecha de la cordillera occidental la cual esta constituida principalmente por rocas mesozoicas de afinidad oceánica pertenecientes en el norte al denominado grupo valdivia,cuba
en dicho contexto se enmarcan las formaciones geológicas de la zona amortiguadora que presenta los mismos tipos de roca que se hallan en la reserva del paramillo rocas ígneas verdes instruídas en la porción central con formaciones ígneas pertenecientes al plutón de sabanalarga,cuba
hacia la parte oriental de la zona amortiguadora afloran las rocas estratificadas del denominado grupo valdivia en ella también aparecen intercaladas en una faja alargada las rocas pertenecientes al plutón de sabanalarga,cuba
en el municipio se evidencian dos grandes geoformas o unidades geomorfológicas que son laderas de montaña fuertemente escarpadas y colinas erosionales de relieve más ondulado,cuba
condiciones físicogeográficas,cuba
el área del municipio de ituango se estima según los datos del anuario estadístico de antioquia es de  km,cuba
se inscribe a partir de la depresión interandina del río cauca considerada como una fosa o semifusa hacia el oeste sobre la cordillera occidental considerada como uno de los bloques levantados por una dinámica compresional,cuba
suelos,cuba
el municipio de ituango se recuesta a la margen derecha de la cordillera occidental colombiana donde predomina una topografía abrupta de pendientes fuertes en la que la utilización más apropiada sería el dejar crecer la vegetación natural tal y como lo recomienda la cartografía de zonificación agroecológica de colombia,cuba
actualmente la utilización de este recurso en el territorio municipal obedece a factores de tipo histórico económico y técnico la topografía de ituango hace que en las partes altas la tasa de arrastre de suelos pérdida sea mayor que la tasa de formación agravada por el tipo de prácticas agronómicas predominantes,cuba
la mayoría de los campesinos que ocupan tierra con pendientes superiores al  rozan y queman el suelo para sacar una cosecha de maíz o de fríjol luego de la cual se dejaba en barbecho de cuatro a ocho años según la disponibilidad de la tierra actualmente en la región este periodo es de cuatro a cinco años y esta disminuyendo considerablemente,cuba
clima,cuba
la temperatura promedio en el municipio es de c y la máxima se calcula obre los c predominan abundantes precipitaciones durante casi todo el año,cuba
ecosistemas,cuba
por su biodiversidad de la cual se derivan servicios ambientales tan importantes como la alimentación los combustibles fósiles el agua el aire la capacidad productiva de los suelos usos en medicina entre otros en el municipio se identificaron los siguientes ecosistemas estratégicos,cuba
parque natural nacional de paramillo las condiciones de aislamiento y de pobreza de la población que habita los predios parque inhiben el desarrollo de esta subregión por ende se presenta allí una economía de subsistencia en la que el bosque provee lugares para cultivo de alimentos la caza y recolección se encuentran allí vacunos en un número muy escaso destinados a la provisión de leche para el consumo doméstico y esporádicamente carne la proteína animal es provista por los cerdos principalmente que son levantados en un estado semisalvaje,cuba
margen ituanguina del río cauca actualmente esta parte del territorio se encuentra cubierta por rastrojos en diferentes estados de sucesión algunos cultivos y con pastizales naturales que se queman periódicamente las partes más planas y bajas de esta unidad soportan pastoreo extensivo,cuba
cuenca del río san agustín y el río san matías es la parte del territorio menos intervenida en sus ecosistemas y más frágil por poseer un clima altamente lluvioso con total carencia de vías de penetración con baja densidad poblacional y escasa dinámica económica aquí se ubica el resguardo indígena de jaidukamá cuenca del río san matías,cuba
paramos y terrenos de arbustos relacionados este tipo de ecosistema se encuentra incluido al interior del parque natural nacional de paramillo en su límite sur y se estima que puede tener un área de  km actualmente esta unidad presenta una compleja problemática en la que interactúan el actual conflicto armado las condiciones de acceso restringido y la pobreza de los habitantes,cuba
hidrografía,cuba
el territorio de ituango está irrigado por un conjunto de corrientes pertenecientes a las vertientes del mar caribe y del río cauca constituido por las cuencas de los ríos sinitavé e ituango principalmente y las quebradas la pená la guamera y otros cauces de menor importancia todos éstos afluentes del río cauca,cuba
las cuencas enmarcadas dentro de los territorios del p n n paramillo afluentes de la cuenca del mar atlántico entre las que se destacan importantes ríos como el sinú y el san jorge comparten el territorio de sus cuencas con el departamento de córdoba,cuba
la gran mayoría del municipio presenta en su área rural problemas en cuánto a la calidad del agua para el consumo humano ningún acueducto en este sector cuenta con planta de tratamiento y la norma es que en las zonas de captación se practica el pastoreo y descargas de aguas residuales domésticas de esta forma se expone a las poblaciones a la influencia de las patologías derivadas de la presencia de organismos del orden coliformes,cuba
además se presenta la contaminación de las corrientes originada principalmente en la poscosecha del café sedimentos basuras vertimiento de aguas residuales domésticas y animales tala quema de rastrojos y bosques,cuba
la demanda del liquido vital en ituango esta destinada principalmente a satisfacer las necesidades del consumo humano  acueductos en  veredas en la zona cafetera se destina para el uso en labores de beneficio de café y descarga de mieles aguas servidas abrevadero de ganado vacuno,cuba
hidroeléctrica pescaderoituango,cuba
la hidroeléctrica de pescaderoituango o hidroituango es el proyecto hidroeléctrico más grande en la historia de colombia cuya construcción se inició en  y entrará en funcionamiento en el ,cuba
la presa y la casa de máquinas del proyecto hidroituango estarán ubicadas al occidente de colombia en el departamento de antioquia a unos  kilómetros de la capital de este departamento medellín en tierras de los municipios de briceño ituango donde estará concentrada gran parte de la infraestructura física debido al paso del río cauca por este municipio y toledo,cuba
la presa estará construida en enrocado con núcleo de tierra tendrá una altura de  metros y creará un embalse de  kilómetros de largo que contendrá hasta  millones de metros cúbicos de agua,cuba
la casa de máquinas tendrá instaladas ocho turbinas capaces de generar  mw lo que la convertirá en el proyecto hidroeléctrico más grande de colombia,cuba
etnografía,cuba
según cifras presentadas la composición etnográfica del municipio se divide en,cuba
mestizos y blancos ,cuba
afrocolombianos ,cuba
indígenas ,cuba
población,cuba
según datos oficiales de la gobernación de ituango el municipio cuenta con una densidad poblacional de  habkm alcanzando una taza bruta de natalidad de   y mortalidad en   la esperanza de vida al nacer es para los hombres  años y para las mujeres ,cuba
desarrollo económico,cuba
agricultura,cuba
su economía se basa en la agricultura de plantas como el café el maíz la caña de azúcar y el frijol en cuanto a la ganadería se desarrolla vacuna de seba y leche ovinos y porcinos,cuba
industrias,cuba
cabe destacar además otros sectores como la minería basada principalmente en oro y platino y un alto crecimiento de la industria maderera,cuba
la hidroeléctrica ituango ha generado una imagen positiva para el municipio permitiendo el desarrollo para la región este megaproyecto ha dinamizado la economía de la localidad con la generación de empleos así como ha mejorado la transitividad con la pavimentación de la vía entre el sector el bombillo y el líbano,cuba
la inversión del plan integral hidroeléctrica ituango que vincula a gobernación de antioquia epm la sociedad hidroeléctrica ituango y la alcaldía de medellín ha mejorado la calidad de vida en algunas comunidades urbanas y rurales,cuba
al país la apertura económica le significa la posibilidad de entrada casi sin restricciones de todo tipo de productos en tanto que las condiciones de producción tradicional son ineficientes poco competitivas y de muy baja sostenibilidad hacen mínima la salida de la producción nacional,cuba
en estas condiciones el desarrollo de la producción local y del sector agropecuario en general se inhibe por el mismo atraso tecnológico del sector agrícola y pecuario generando un ciclo acumulativo y de retroceso,cuba
turismo,cuba
ituango es un municipio dotado de entidades que apoyan el arte y la cultura y cuenta con atractivos lugares turísticos donde se puede disfrutar de la naturaleza,cuba
además de una creciente infraestructura hotelera ituango cuenta con otras atracciones naturales que a su vez atraen una gran cantidad de turismo a la zona entre ellas resaltan por su importancia,cuba
parque nacional natural de paramillo corresponde al nudo llamado paramillo o paramillo del sinú en las estribaciones más septentrionales de los andes occidentales de colombia y la parte superior de las cuencas de los ríos sinú y san jorge,cuba
cañón del río cauca alberga la represa de pescadero considerada la segunda más grande del territorio,cuba
resguardo indígena jaidukama,cuba
loma de pascuita,cuba
el cerro de umaga,cuba
hoyas selváticas de los ríos san jorge sinú tarazá sansereno y san matías donde abunda la flor nacional de colombia la orquídea,cuba
desarrollo social,cuba
educación,cuba
ituango ha sido beneficiado con varias de las iniciativas de la gobernación de antioquia que buscan mejorar la calidad de la educación tres docentes becados de maestría  becados de educación superior y tres colegios digitales son algunas de las novedades y oportunidades con las que cuentan el municipio,cuba
además un total de seis instituciones han recibido dotaciones para los grupos de danza y teatro gracias a la convocatoria altavoz escolar y  jóvenes pueden ir a sus lugares de estudio con el apoyo del programa transporte escolar que busca acercar a los habitantes de las zonas más alejadas del municipio a escuelas y colegios,cuba
según informes revelados por la gobernación ituango ocupa el puesto  en las pruebas saber  con estas iniciativas se pretende contribuir con la educación en las zonas rurales del departamento y conectar a la región con los nuevos programas que apoyan la formación de sus habitantes,cuba
ituango fue uno de los municipios más golpeados por los flagelos de la violencia paramilitar ocurridos durante décadas en la zona norte de antioquia y a través de estos programas pretende cambiar su forma de vida y reivindicarse como un municipio comprometido con el progreso,cuba
escuela de derechos humanos y ciudadanía,cuba
la escuela de derechos humanos y ciudadanía en ituango se ha convertido en el insumo más importante para la construcción colectiva de la paz los ituanguinos quieren recapitular la historia de su territorio un grito de esperanza surge tras esta escuela la cual llega junto con toda la institucionalidad necesaria para cambiar la realidad de un pueblo que durante décadas ha sido olvidado por el estado,cuba
dicha institución ha sido el anhelo de la comunidad ituanguina y es la garantía para exigir todo lo que se le ha negado a los habitantes de esta localidad incluso a reclamar por la continua estigmatización a la que se han visto sometidos por años,cuba
tradiciones,cuba
entre las principales festividades que se celebran en el departamento destacan,cuba
fiesta en honor al señor de los milagros estas festividades se realizan con el fin de reunir a la familia ituanguina entorno a la devoción al señor de los milagros en donde a través de acciones religiosas los católicos del municipio se regocijan con la danza y la música en honor a este santo,cuba
fiestas de la ituanguinidad y la hidroeléctrica  al  de agosto las fiestas son el encuentro tradicional de los paisanos de ituango donde a través de la música el deporte y la cultura se celebra cada año la existencia del pueblo y el orgullo de los ituanguinos,cuba
fiestas de la virgen del carmen en el día de la devoción a la virgen del carmen los habitantes de ituango acompañan en fervorosa procesión a la virgen del carmen con el mismo espíritu cristiano de hace más de dos siglos,cuba
semana de la cultura colegio diocesano juan pablo ii esta semana cultural se realiza con el objetivo de mostrarle a la comunidad el talento que los jóvenes del colegio diocesano juan pablo ii en las áreas de danzas el teatro y las diferentes manifestaciones artísticas,cuba
la comida típica de esta región consiste en un plato de gallina con bolas de chócolo o sancocho de gallina acompañada de bolas de maíz tierno,cuba
patrimonio,cuba
entre las obras patrimoniales del municipio destacan el casco urbano su construcción sobre montañas es muestra de la arquitectura de la colonia el parque principal el parque la plazuela y la iglesia de santa bárbara,cuba
formulario de búsqueda,cuba
artículos,cuba
fecha,cuba
fuente,cuba
autor,cuba
el  de agosto de  con la captura de un avión cargado de armas y de antiguos militares batistianos y mercenarios a sueldo del tirano rafael leónidas trujillo en el aeropuerto de trinidad en la provincia de las villas se dio el puntillazo final a un conjunto de acciones subversivas contra cuba aunque tuvieron como sujeto rector al gobierno de estados unidos han pasado a la posteridad como la conspiración trujillista para una mejor comprensión de este complejo entramado contrarrevolucionario debe percibirse como una continuidad ininterrumpida a partir de inicios de  del conjunto de medidas adoptadas por la administración eisenhower a través del departamento de estado y la cia con el doble propósito de deshacerse de la tiranía batistiana e impedir el triunfo del ejército rebelde brazo armado del movimiento  de julio dirigido por el comandante en jefe fidel castro ruz para lograr sus objetivos durante  washington recurrió entre otras medidas a maniobras electoreras y manipuló a una parte de la jefatura del ii frente nacional del escambray ii fne en aras de lograr un contrapeso militar con respecto al ejército rebelde desde agosto de ese año el gobierno norteamericano comenzó a estructurar una comisión mediadora a nombre de la oea con la pretensión de bloquear el triunfo de las fuerzas revolucionarias una solicitud del departamento de estado  de diciembre a los países del área encontró la rápida respuesta de trujillo quien se ofreció para aerotransportar tres batallones de soldados dominicanos mil hombres por cada batallón hacia la provincia de las villas y dos batallones hacia oriente otras operaciones de la cia intentaron impedir el triunfo rebelde entre ellas la visita a cuba del diplomático norteamericano william pawley para convencer a batista de que abandonara el poder y los desesperados intentos para influir en el desenlace de la situación en la isla a través de los politiqueros carlos prío antonio tony varona y justo carrillo al finalizar el año una intentona golpista encabezada por el general batistiano eulogio cantillo porras tuvo como objetivo escamotear el triunfo del ejército rebelde para los primeros días de enero de  la división paramilitar de la cia tenía previsto el abastecimiento de armas y pertrechos de guerra por vía aérea destinado a otro grupo rebelde en el área de las villas lo que se vio impedido por el triunfo revolucionario estos elementos demuestran que no eran meras palabras la afirmación del director de la cia allen dulles cuando en reunión del consejo de seguridad nacional de estados unidos el  de diciembre de  expresó debemos evitar la victoria de castro estos antecedentes explican la animadversión con que el gobierno norteamericano apreció el triunfo revolucionario en cuba y los pasos que de inmediato comenzó a dar para impedir su consolidación las primeras campañas las primeras medidas de tipo propagandístico encaminadas a enajenar el apoyo a la revolución y aislar a cuba de la comunidad internacional tomaron como pretexto las justicieras medidas adoptadas por los tribunales revolucionarios con los torturadores y asesinos de la derrocada tiranía entre los impulsores de esa campaña estaban los oficiales y agentes de la cia que actuaban desde la estación radicada en la embajada norteamericana en la habana para enfrentar esta maniobra mediática el gobierno revolucionario desencadenó la operación verdad la cual mostró al mundo el respaldo del pueblo cubano a las sanciones que se aplicaban el  de enero de  con la creación en nueva york de la organización contrarrevolucionaria la rosa blanca encabezada por el politiquero batistiano rafael díaz balart se perseguía hacer creer a la opinión pública internacional que las acciones desencadenadas contra la revolución era un asunto entre cubanos así trataban de ocultar la responsabilidad del gobierno norteamericano en su planeamiento y dirección el anticomunismo fue uno de los componentes más agudos desde el punto de vista ideológico de la operación subversiva en marcha plasmado en un plan de  puntos elaborado en la embajada norteamericana el  de abril de  con la participación del jefe de la estación de la cia james a noel se señalaba entre los objetivos priorizados con vistas a una militante actividad contrarrevolucionaria la captación de personas que se desenvolvían dentro de las estructuras del gobierno las fuerzas armadas sindicatos prensa escritores radio y televisión partidos políticos y grupos de acción la iglesia católica y entre los estudiantes para ello pusieron en tensión todas las fuerzas y los medios de que disponían en cuba el traidor huber matos quien en octubre encabezaría una sedición contrarrevolucionaria desde abril de  fue utilizado como un peón por la embajada norteamericana en esta labor de proselitismo a finales de junio la cia organizó la salida clandestina del país de pedro luis díaz lanz recién destituido como jefe de la fuerza aérea por ineptitud y nepotismo para que testimoniara ante el subcomité de seguridad interna del senado norteamericano acerca de la penetración comunista en cuba parte de este plan era crear una crisis institucional a través de la renuncia del presidente provisional manuel urrutia lleó la rápida y enérgica respuesta de la dirección de la revolución y un masivo apoyo popular frustraron el clima de desestabilización interna que se pretendía instaurar estados unidos también adoptó medidas de presión económica entre ellas la decisión del congreso el  de julio que ampliaba las facultades al presidente para suspender la ayuda a países que nacionalizaran propiedades norteamericanas en el consejo de la oea fue aprobada la convocatoria a una reunión de cancilleres pretendidamente bajo los intervencionistas preceptos del tratado interamericano de asistencia recíproca tiar con el afán de tender un cordón sanitario alrededor de cuba y facilitar la intervención militar el golpe definitivo a la revolución hubiese sido asestado por los componentes paramilitares de la conjura mediante el levantamiento armado de fuerzas del ii frente nacional del escambray el control de unidades militares y policiales por antiguos oficiales de la derrocada tiranía que continuaban en servicio activo en el ejército rebelde y finalmente con la invasión por trinidad de una brigada de ex militares batistianos y la legión anticomunista organizada por trujillo la relación conspirativa entre el dictador dominicano y el comandante del ii fne william morgan había sido establecida por representantes de la mafia italonorteamericana poco después del triunfo de enero en esa oportunidad morgan se había jactado asegurando que por un millón de dólares era capaz de derrocar a fidel castro tras varias semanas conspirando temeroso de ser descubierto decidió informar al estado mayor del ejército rebelde pero ya la conjura era del conocimiento de las autoridades revolucionarias la conjura en dos viajes a miami en abril y mayo morgan contactó con el cónsul dominicano coronel augusto ferrando y con el representante especial de trujillo el sacerdote ricardo velazco ordóñez éste viajó a cuba en junio para ajustar la participación en la componenda de representantes de la alta burguesía nacional politiqueros tradicionales y ex militares batistianos algunos de los que mantenían estrechos vínculos con la embajada norteamericana al regresar de un tercer viaje a la florida a principios de agosto morgan recibió un yate con un valioso cargamento de armas para los complotados y una fuerte suma de dinero este fue el momento en que la dirección de la revolución decidió neutralizar las inminentes acciones paramilitares lo que posibilitaría adicionalmente hacer fracasar la encerrona diplomática que se fraguaba contra cuba en la reunión de cancilleres convocada por el consejo de la oea el  de agosto bajo la dirección del comandante en jefe fidel castro y con la participación de los comandantes juan almeida bosque ramiro valdés menéndez efigenio ameijeiras delgado y augusto martínez sánchez entre otros se desencadenaron las detenciones que neutralizaron a los principales conspiradores al día siguiente las operaciones se trasladaron hacia la ciudad de trinidad en cuyos alrededores ya se encontraban desplegadas las fuerzas tácticas de combate del centro al mando del comandante filiberto olivera moya de su jefe de operaciones el comandante juan abrantes fernández y el jefe de plana capitán orlando lorenzo castro el jefe del batallón era el capitán héctor garcía tamayo el pelotón comandado por el primer teniente jesús núñez núñez ocupó la playa el ancón y el dirigido por el capitán reynaldo perera garcía la playa el inglés donde el  de agosto un avión trujillista lanzó un gran alijo de armas y otros pertrechos de guerra en estas nuevas circunstancias el comandante en jefe decidió hacerle creer a trujillo que el sur de la zona central del país estaba tomada por la contrarrevolución por lo cual las condiciones estaban creadas para iniciar la agresión tropas bajo el mando del capitán félix cabrera reyes de las fuerzas tácticas de combate y eladio machín estévez del escuadrón de la policía rural revolucionaria ocuparon trinidad y con la ayuda de la población se simularon las condiciones de una plaza sitiada fue tan perfecto el escenario logrado que resistió el  de agosto una inspección in situ del sacerdote velazco ordóñez al respecto el compañero fidel recordó en una de sus reflexiones una compañía rebelde disfrazada de campesinos gritaba en la pista aérea viva trujillo abajo fidel en las proximidades de la pista de aterrizaje fidel observaba los acontecimientos en compañía de camilo cienfuegos celia sánchez demetrio montseny y otros oficiales rebeldes las comunicaciones radiales con ciudad trujillo a cargo del joven manuel cisneros castro tenían como fondo el ruido de las explosiones y los disparos que correspondían al ficticio combate que se desarrollaba el  de agosto al oscurecer aterrizó en trinidad un avión de la fuerza aérea trujillista con un cargamento de pertrechos de guerra y  tripulantes seis de ellos proyectaban quedarse en el teatro de operaciones a los otros les correspondía precisar los lugares que serían objeto de ataques aéreos definir las misiones de las fuerzas invasoras y regresar para informar a trujillo cuando un grupo de combatientes bajo el mando del comandante lázaro artola ordaz procedió a la neutralización de los tripulantes que habían quedado en la nave se produjo un intenso intercambio de disparos donde perdieron la vida eliope manuel paz alonso y frank hidalgo gato a causa de las heridas recibidas falleció  días más tarde el primer teniente oscar reytor fajardo el enemigo tuvo dos bajas mortales el resto cayó prisionero el  de agosto durante su comparecencia ante las cámaras de la televisión al hacer un análisis de los hechos y en aras de que se conociera quién era el enemigo verdadero fidel expresó que no eran ni batista ni trujillo sino los intereses creados extranjeros el enfrentamiento continuó en la v reunión de consulta de cancilleres de países miembros de la oea en santiago de chile el comandante raúl castro ruz jefe de las fuerzas de aire mar y tierra arribó el  de agosto a la capital chilena con las pruebas de esta agresión ante la victoria de la revolución cubana en el mismo mes de agosto de  el gobierno de estados unidos inició los preparativos de una nueva operación subversiva que culminó en otra aplastante derrota del imperialismo yanqui esta vez en las arenas de playa girón el  de abril de    especialistas del centro de investigaciones históricas de la seguridad del estado,cuba
suscripción a boletín,cuba
